Frequency,BORROWERS_CTY,Borrowers' country,Borrowing sector,Lending sector,VALUATION,Valuation method,Quaterlly_per_year,Total_Credit__all_Sec
Quarterly,PT,Portugal,General government,All sectors,N,Nominal value,2020-Q1,119.2
Quarterly,PT,Portugal,Households & NPISHs,All sectors,M,Market value,2020-Q1,63.8
Quarterly,PT,Portugal,Non-financial corporations,All sectors,M,Market value,2020-Q1,97.9
Quarterly,PT,Portugal,Private non-financial sector,All sectors,M,Market value,2020-Q1,161.7
Quarterly,RU,Russia,Non financial sector,All sectors,M,Market value,2020-Q1,118.8
Quarterly,RU,Russia,General government,All sectors,N,Nominal value,2020-Q1,15.4
Quarterly,RU,Russia,Households & NPISHs,All sectors,M,Market value,2020-Q1,19.8
Quarterly,RU,Russia,Non-financial corporations,All sectors,M,Market value,2020-Q1,83.5
Quarterly,RU,Russia,Private non-financial sector,All sectors,M,Market value,2020-Q1,103.4
Quarterly,SA,Saudi Arabia,Non financial sector,All sectors,M,Market value,2020-Q1,92.3
Quarterly,SA,Saudi Arabia,General government,All sectors,N,Nominal value,2020-Q1,24.2
Quarterly,SA,Saudi Arabia,Households & NPISHs,All sectors,M,Market value,2020-Q1,13.2
Quarterly,SA,Saudi Arabia,Non-financial corporations,All sectors,M,Market value,2020-Q1,54.9
Quarterly,SA,Saudi Arabia,Private non-financial sector,All sectors,M,Market value,2020-Q1,68.1
Quarterly,SE,Sweden,Non financial sector,All sectors,M,Market value,2020-Q1,295.4
Quarterly,SE,Sweden,General government,All sectors,M,Market value,2020-Q1,37.8
Quarterly,SE,Sweden,General government,All sectors,N,Nominal value,2020-Q1,35.9
Quarterly,SE,Sweden,Households & NPISHs,All sectors,M,Market value,2020-Q1,88.8
Quarterly,SE,Sweden,Non-financial corporations,All sectors,M,Market value,2020-Q1,168.7
Quarterly,SE,Sweden,Private non-financial sector,All sectors,M,Market value,2020-Q1,257.5
Quarterly,SG,Singapore,Non financial sector,All sectors,M,Market value,2020-Q1,340.1
Quarterly,SG,Singapore,General government,All sectors,N,Nominal value,2020-Q1,128.1
Quarterly,SG,Singapore,Households & NPISHs,All sectors,M,Market value,2020-Q1,56.9
Quarterly,SG,Singapore,Non-financial corporations,All sectors,M,Market value,2020-Q1,154.1
Quarterly,SG,Singapore,Private non-financial sector,All sectors,M,Market value,2020-Q1,212.0
Quarterly,TH,Thailand,Non financial sector,All sectors,M,Market value,2020-Q1,192.6
Quarterly,TH,Thailand,General government,All sectors,N,Nominal value,2020-Q1,34.6
Quarterly,TH,Thailand,Households & NPISHs,All sectors,M,Market value,2020-Q1,80.7
Quarterly,TH,Thailand,Non-financial corporations,All sectors,M,Market value,2020-Q1,77.4
Quarterly,TH,Thailand,Private non-financial sector,All sectors,M,Market value,2020-Q1,158.1
Quarterly,TR,Turkey,Non financial sector,All sectors,M,Market value,2020-Q1,115.9
Quarterly,TR,Turkey,General government,All sectors,M,Market value,2020-Q1,32.5
Quarterly,TR,Turkey,General government,All sectors,N,Nominal value,2020-Q1,34.8
Quarterly,TR,Turkey,Households & NPISHs,All sectors,M,Market value,2020-Q1,15.1
Quarterly,TR,Turkey,Non-financial corporations,All sectors,M,Market value,2020-Q1,68.4
Quarterly,TR,Turkey,Private non-financial sector,All sectors,M,Market value,2020-Q1,83.4
Quarterly,US,United States,Non financial sector,All sectors,M,Market value,2020-Q1,265.4
Quarterly,US,United States,General government,All sectors,M,Market value,2020-Q1,110.6
Quarterly,US,United States,General government,All sectors,N,Nominal value,2020-Q1,101.2
Quarterly,US,United States,Households & NPISHs,All sectors,M,Market value,2020-Q1,75.1
Quarterly,US,United States,Non-financial corporations,All sectors,M,Market value,2020-Q1,79.7
Quarterly,US,United States,Private non-financial sector,All sectors,M,Market value,2020-Q1,154.7
Quarterly,XM,Euro area,Non financial sector,All sectors,M,Market value,2020-Q1,262.5
Quarterly,XM,Euro area,General government,All sectors,M,Market value,2020-Q1,98.2
Quarterly,XM,Euro area,General government,All sectors,N,Nominal value,2020-Q1,86.0
Quarterly,XM,Euro area,Households & NPISHs,All sectors,M,Market value,2020-Q1,57.7
Quarterly,XM,Euro area,Non-financial corporations,All sectors,M,Market value,2020-Q1,106.6
Quarterly,XM,Euro area,Private non-financial sector,All sectors,M,Market value,2020-Q1,164.3
Quarterly,ZA,South Africa,Non financial sector,All sectors,M,Market value,2020-Q1,133.4
Quarterly,ZA,South Africa,General government,All sectors,N,Nominal value,2020-Q1,58.7
Quarterly,ZA,South Africa,Households & NPISHs,All sectors,M,Market value,2020-Q1,35.3
Quarterly,ZA,South Africa,Non-financial corporations,All sectors,M,Market value,2020-Q1,39.4
Quarterly,ZA,South Africa,Private non-financial sector,All sectors,M,Market value,2020-Q1,74.7
Quarterly,4T,Emerging market economies (aggregate),Non financial sector,All sectors,M,Market value,2020-Q2,218.3
Quarterly,4T,Emerging market economies (aggregate),General government,All sectors,N,Nominal value,2020-Q2,58.3
Quarterly,4T,Emerging market economies (aggregate),Households & NPISHs,All sectors,M,Market value,2020-Q2,47.8
Quarterly,4T,Emerging market economies (aggregate),Non-financial corporations,All sectors,M,Market value,2020-Q2,111.9
Quarterly,4T,Emerging market economies (aggregate),Private non-financial sector,All sectors,M,Market value,2020-Q2,159.7
Quarterly,5A,All reporting economies,Non financial sector,All sectors,M,Market value,2020-Q2,269.0
Quarterly,5A,All reporting economies,General government,All sectors,M,Market value,2020-Q2,100.1
Quarterly,5A,All reporting economies,General government,All sectors,N,Nominal value,2020-Q2,92.6
Quarterly,5A,All reporting economies,Households & NPISHs,All sectors,M,Market value,2020-Q2,64.8
Quarterly,5A,All reporting economies,Non-financial corporations,All sectors,M,Market value,2020-Q2,104.1
Quarterly,5A,All reporting economies,Private non-financial sector,All sectors,M,Market value,2020-Q2,168.9
Quarterly,5R,Advanced economies,Non financial sector,All sectors,M,Market value,2020-Q2,300.8
Quarterly,5R,Advanced economies,General government,All sectors,M,Market value,2020-Q2,126.2
Quarterly,5R,Advanced economies,General government,All sectors,N,Nominal value,2020-Q2,114.1
Quarterly,5R,Advanced economies,Households & NPISHs,All sectors,M,Market value,2020-Q2,75.5
Quarterly,5R,Advanced economies,Non-financial corporations,All sectors,M,Market value,2020-Q2,99.2
Quarterly,5R,Advanced economies,Private non-financial sector,All sectors,M,Market value,2020-Q2,174.7
Quarterly,AR,Argentina,Non financial sector,All sectors,M,Market value,2020-Q2,127.4
Quarterly,AR,Argentina,General government,All sectors,N,Nominal value,2020-Q2,98.5
Quarterly,AR,Argentina,Households & NPISHs,All sectors,M,Market value,2020-Q2,5.0
Quarterly,AR,Argentina,Non-financial corporations,All sectors,M,Market value,2020-Q2,24.0
Quarterly,AR,Argentina,Private non-financial sector,All sectors,M,Market value,2020-Q2,28.9
Quarterly,AT,Austria,Non financial sector,All sectors,M,Market value,2020-Q2,245.4
Quarterly,AT,Austria,General government,All sectors,M,Market value,2020-Q2,96.0
Quarterly,AT,Austria,General government,All sectors,N,Nominal value,2020-Q2,82.0
Quarterly,AT,Austria,Households & NPISHs,All sectors,M,Market value,2020-Q2,50.8
Quarterly,AT,Austria,Non-financial corporations,All sectors,M,Market value,2020-Q2,98.6
Quarterly,AT,Austria,Private non-financial sector,All sectors,M,Market value,2020-Q2,149.4
Quarterly,AU,Australia,Non financial sector,All sectors,M,Market value,2020-Q2,247.7
Quarterly,AU,Australia,General government,All sectors,M,Market value,2020-Q2,53.0
Quarterly,AU,Australia,General government,All sectors,N,Nominal value,2020-Q2,47.4
Quarterly,AU,Australia,Households & NPISHs,All sectors,M,Market value,2020-Q2,120.9
Quarterly,AU,Australia,Non-financial corporations,All sectors,M,Market value,2020-Q2,73.9
Quarterly,AU,Australia,Private non-financial sector,All sectors,M,Market value,2020-Q2,194.7
Quarterly,BE,Belgium,Non financial sector,All sectors,M,Market value,2020-Q2,351.8
Quarterly,BE,Belgium,General government,All sectors,M,Market value,2020-Q2,135.9
Quarterly,BE,Belgium,General government,All sectors,N,Nominal value,2020-Q2,113.2
Quarterly,BE,Belgium,Households & NPISHs,All sectors,M,Market value,2020-Q2,63.6
Quarterly,BE,Belgium,Non-financial corporations,All sectors,M,Market value,2020-Q2,152.3
Quarterly,BE,Belgium,Private non-financial sector,All sectors,M,Market value,2020-Q2,215.9
Quarterly,BR,Brazil,Non financial sector,All sectors,M,Market value,2020-Q2,176.2
Quarterly,BR,Brazil,General government,All sectors,N,Nominal value,2020-Q2,90.9
Quarterly,BR,Brazil,Households & NPISHs,All sectors,M,Market value,2020-Q2,30.4
Quarterly,BR,Brazil,Non-financial corporations,All sectors,M,Market value,2020-Q2,54.8
Quarterly,BR,Brazil,Private non-financial sector,All sectors,M,Market value,2020-Q2,85.3
Quarterly,CA,Canada,Non financial sector,All sectors,M,Market value,2020-Q2,349.1
Quarterly,CA,Canada,General government,All sectors,M,Market value,2020-Q2,113.5
Quarterly,CA,Canada,General government,All sectors,N,Nominal value,2020-Q2,103.0
Quarterly,CA,Canada,Households & NPISHs,All sectors,M,Market value,2020-Q2,108.0
Quarterly,CA,Canada,Non-financial corporations,All sectors,M,Market value,2020-Q2,127.5
Quarterly,CA,Canada,Private non-financial sector,All sectors,M,Market value,2020-Q2,235.5
Quarterly,CH,Switzerland,Non financial sector,All sectors,M,Market value,2020-Q2,302.4
Quarterly,CH,Switzerland,General government,All sectors,M,Market value,2020-Q2,32.2
Quarterly,CH,Switzerland,General government,All sectors,N,Nominal value,2020-Q2,27.4
Quarterly,CH,Switzerland,Households & NPISHs,All sectors,M,Market value,2020-Q2,130.9
Quarterly,CH,Switzerland,Non-financial corporations,All sectors,M,Market value,2020-Q2,139.2
Quarterly,CH,Switzerland,Private non-financial sector,All sectors,M,Market value,2020-Q2,270.2
Quarterly,CL,Chile,Non financial sector,All sectors,M,Market value,2020-Q2,208.0
Quarterly,CL,Chile,General government,All sectors,M,Market value,2020-Q2,39.0
Quarterly,CL,Chile,General government,All sectors,N,Nominal value,2020-Q2,32.7
Quarterly,CL,Chile,Households & NPISHs,All sectors,M,Market value,2020-Q2,48.9
Quarterly,CL,Chile,Non-financial corporations,All sectors,M,Market value,2020-Q2,120.2
Quarterly,CL,Chile,Private non-financial sector,All sectors,M,Market value,2020-Q2,169.1
Quarterly,CN,China,Non financial sector,All sectors,M,Market value,2020-Q2,287.1
Quarterly,CN,China,General government,All sectors,N,Nominal value,2020-Q2,64.5
Quarterly,CN,China,Households & NPISHs,All sectors,M,Market value,2020-Q2,59.3
Quarterly,CN,China,Non-financial corporations,All sectors,M,Market value,2020-Q2,163.2
Quarterly,CN,China,Private non-financial sector,All sectors,M,Market value,2020-Q2,222.6
Quarterly,CO,Colombia,Non financial sector,All sectors,M,Market value,2020-Q2,128.9
Quarterly,CO,Colombia,General government,All sectors,N,Nominal value,2020-Q2,61.5
Quarterly,CO,Colombia,Households & NPISHs,All sectors,M,Market value,2020-Q2,31.758
Quarterly,CO,Colombia,Non-financial corporations,All sectors,M,Market value,2020-Q2,35.604
Quarterly,CO,Colombia,Private non-financial sector,All sectors,M,Market value,2020-Q2,67.4
Quarterly,CZ,Czechia,Non financial sector,All sectors,M,Market value,2020-Q2,129.9
Quarterly,CZ,Czechia,General government,All sectors,M,Market value,2020-Q2,42.6
Quarterly,CZ,Czechia,General government,All sectors,N,Nominal value,2020-Q2,39.6
Quarterly,CZ,Czechia,Households & NPISHs,All sectors,M,Market value,2020-Q2,32.5
Quarterly,CZ,Czechia,Non-financial corporations,All sectors,M,Market value,2020-Q2,54.9
Quarterly,CZ,Czechia,Private non-financial sector,All sectors,M,Market value,2020-Q2,87.3
Quarterly,DE,Germany,Non financial sector,All sectors,M,Market value,2020-Q2,201.0
Quarterly,DE,Germany,General government,All sectors,M,Market value,2020-Q2,72.7
Quarterly,DE,Germany,General government,All sectors,N,Nominal value,2020-Q2,66.0
Quarterly,DE,Germany,Households & NPISHs,All sectors,M,Market value,2020-Q2,55.1
Quarterly,DE,Germany,Non-financial corporations,All sectors,M,Market value,2020-Q2,73.2
Quarterly,DE,Germany,Private non-financial sector,All sectors,M,Market value,2020-Q2,128.3
Quarterly,DK,Denmark,Non financial sector,All sectors,M,Market value,2020-Q2,297.7
Quarterly,DK,Denmark,General government,All sectors,M,Market value,2020-Q2,48.2
Quarterly,DK,Denmark,General government,All sectors,N,Nominal value,2020-Q2,41.3
Quarterly,DK,Denmark,Households & NPISHs,All sectors,M,Market value,2020-Q2,110.8
Quarterly,DK,Denmark,Non-financial corporations,All sectors,M,Market value,2020-Q2,138.8
Quarterly,DK,Denmark,Private non-financial sector,All sectors,M,Market value,2020-Q2,249.5
Quarterly,ES,Spain,Non financial sector,All sectors,M,Market value,2020-Q2,293.6
Quarterly,ES,Spain,General government,All sectors,M,Market value,2020-Q2,130.4
Quarterly,ES,Spain,General government,All sectors,N,Nominal value,2020-Q2,113.4
Quarterly,ES,Spain,Households & NPISHs,All sectors,M,Market value,2020-Q2,60.7
Quarterly,ES,Spain,Non-financial corporations,All sectors,M,Market value,2020-Q2,102.5
Quarterly,ES,Spain,Private non-financial sector,All sectors,M,Market value,2020-Q2,163.3
Quarterly,FI,Finland,Non financial sector,All sectors,M,Market value,2020-Q2,267.7
Quarterly,FI,Finland,General government,All sectors,M,Market value,2020-Q2,79.1
Quarterly,FI,Finland,General government,All sectors,N,Nominal value,2020-Q2,74.0
Quarterly,FI,Finland,Households & NPISHs,All sectors,M,Market value,2020-Q2,67.5
Quarterly,FI,Finland,Non-financial corporations,All sectors,M,Market value,2020-Q2,121.1
Quarterly,FI,Finland,Private non-financial sector,All sectors,M,Market value,2020-Q2,188.6
Quarterly,FR,France,Non financial sector,All sectors,M,Market value,2020-Q2,363.7
Quarterly,FR,France,General government,All sectors,M,Market value,2020-Q2,129.0
Quarterly,FR,France,General government,All sectors,N,Nominal value,2020-Q2,112.8
Quarterly,FR,France,Households & NPISHs,All sectors,M,Market value,2020-Q2,65.7
Quarterly,FR,France,Non-financial corporations,All sectors,M,Market value,2020-Q2,169.0
Quarterly,FR,France,Private non-financial sector,All sectors,M,Market value,2020-Q2,234.7
Quarterly,G2,G20 economies,Non financial sector,All sectors,M,Market value,2020-Q2,270.8
Quarterly,G2,G20 economies,General government,All sectors,M,Market value,2020-Q2,103.7
Quarterly,G2,G20 economies,General government,All sectors,N,Nominal value,2020-Q2,95.8
Quarterly,G2,G20 economies,Households & NPISHs,All sectors,M,Market value,2020-Q2,63.9
Quarterly,G2,G20 economies,Non-financial corporations,All sectors,M,Market value,2020-Q2,103.2
Quarterly,G2,G20 economies,Private non-financial sector,All sectors,M,Market value,2020-Q2,167.1
Quarterly,GB,United Kingdom,Non financial sector,All sectors,M,Market value,2020-Q2,299.4
Quarterly,GB,United Kingdom,General government,All sectors,M,Market value,2020-Q2,132.3
Quarterly,GB,United Kingdom,General government,All sectors,N,Nominal value,2020-Q2,96.6
Quarterly,GB,United Kingdom,Households & NPISHs,All sectors,M,Market value,2020-Q2,86.9
Quarterly,GB,United Kingdom,Non-financial corporations,All sectors,M,Market value,2020-Q2,80.2
Quarterly,GB,United Kingdom,Private non-financial sector,All sectors,M,Market value,2020-Q2,167.1
Quarterly,GR,Greece,Non financial sector,All sectors,M,Market value,2020-Q2,317.2
Quarterly,GR,Greece,General government,All sectors,M,Market value,2020-Q2,201.3
Quarterly,GR,Greece,General government,All sectors,N,Nominal value,2020-Q2,191.7
Quarterly,GR,Greece,Households & NPISHs,All sectors,M,Market value,2020-Q2,57.7
Quarterly,GR,Greece,Non-financial corporations,All sectors,M,Market value,2020-Q2,58.3
Quarterly,GR,Greece,Private non-financial sector,All sectors,M,Market value,2020-Q2,115.9
Quarterly,HK,Hong Kong SAR,Non financial sector,All sectors,M,Market value,2020-Q2,444.2
Quarterly,HK,Hong Kong SAR,General government,All sectors,N,Nominal value,2020-Q2,72.1
Quarterly,HK,Hong Kong SAR,Households & NPISHs,All sectors,M,Market value,2020-Q2,86.3
Quarterly,HK,Hong Kong SAR,Non-financial corporations,All sectors,M,Market value,2020-Q2,285.8
Quarterly,HK,Hong Kong SAR,Private non-financial sector,All sectors,M,Market value,2020-Q2,372.1
Quarterly,HU,Hungary,Non financial sector,All sectors,M,Market value,2020-Q2,162.4
Quarterly,HU,Hungary,General government,All sectors,M,Market value,2020-Q2,74.0
Quarterly,HU,Hungary,General government,All sectors,N,Nominal value,2020-Q2,68.4
Quarterly,HU,Hungary,Households & NPISHs,All sectors,M,Market value,2020-Q2,19.8
Quarterly,HU,Hungary,Non-financial corporations,All sectors,M,Market value,2020-Q2,68.6
Quarterly,HU,Hungary,Private non-financial sector,All sectors,M,Market value,2020-Q2,88.4
Quarterly,ID,Indonesia,Non financial sector,All sectors,M,Market value,2020-Q2,77.5
Quarterly,ID,Indonesia,General government,All sectors,N,Nominal value,2020-Q2,33.9
Quarterly,ID,Indonesia,Households & NPISHs,All sectors,M,Market value,2020-Q2,16.9
Quarterly,ID,Indonesia,Non-financial corporations,All sectors,M,Market value,2020-Q2,26.8
Quarterly,ID,Indonesia,Private non-financial sector,All sectors,M,Market value,2020-Q2,43.7
Quarterly,IE,Ireland,Non financial sector,All sectors,M,Market value,2020-Q2,312.2
Quarterly,IE,Ireland,General government,All sectors,M,Market value,2020-Q2,67.6
Quarterly,IE,Ireland,General government,All sectors,N,Nominal value,2020-Q2,62.2
Quarterly,IE,Ireland,Households & NPISHs,All sectors,M,Market value,2020-Q2,36.1
